ADDRESSBLOCK,ADDRESSROAD,ADDRESSSTREET,X,Y
835,HDB-HOUGANG,HOUGANG CENTRAL,34307.9166,39153.4297
851,HDB-HOUGANG,HOUGANG CENTRAL,34711.4992,39131.9254
833,HDB-HOUGANG,HOUGANG CENTRAL,34271.3337,39209.4265
853,HDB-HOUGANG,HOUGANG CENTRAL,34761.0207,39033.9878
798,KHATIB VALE,YISHUN RING ROAD,27996.9521,44517.3959
244,YISHUN SUNSHINE,YISHUN RING ROAD,28883.525,46161.4532
786,KHATIB VALE,YISHUN RING ROAD,27859.3487,44794.4351
796,KHATIB VALE,YISHUN RING ROAD,28014.4286,44609.7866
782,KHATIB VALE,YISHUN RING ROAD,27826.4848,44859.3418
975,HDB-JURONG WEST,JURONG WEST STREET 93,12445.201,35823.0525
989A,,JURONG WEST STREET 93,12558.4895,35351.0976
986C,,JURONG WEST STREET 93,12680.9588,35459.8648
987A,,JURONG WEST STREET 93,12550.2735,35411.9743
977,HDB-JURONG WEST,JURONG WEST STREET 93,12485.9057,35762.4756
988B,,JURONG WEST STREET 93,12694.7814,35375.1335
109,HDB-TAMPINES,SIMEI STREET 1,40999.6704,36045.8882
326,HDB-TAMAN JURONG,TAH CHING ROAD,15685.8388,35327.6833
330,HDB-TAMAN JURONG,TAH CHING ROAD,15851.2259,35538.2577
323,HDB-TAMAN JURONG,TAH CHING ROAD,15824.4435,35444.0691
18,,GHIM MOH ROAD,22854.3509,32495.3563
17,HDB-BUKIT MERAH,SENG POH ROAD,27990.7356,29747.1231
56,HDB-QUEENSTOWN,STRATHMORE AVENUE,25388.927,30638.7916
83,HDB-QUEENSTOWN,STRATHMORE AVENUE,25211.6392,30780.5633
61A,STRATHMORE GREEN,STRATHMORE AVENUE,25581.1185,30694.1048
62B,STRATHMORE GREEN,STRATHMORE AVENUE,25513.7953,30760.4046
58,HDB-QUEENSTOWN,STIRLING ROAD,24797.4062,30951.8326
167,HDB-QUEENSTOWN,STIRLING ROAD,24581.7651,30270.6068
182,STIRLING RISE,STIRLING ROAD,24844.2045,30862.3665
183,STIRLING RISE,STIRLING ROAD,24833.0674,30896.0669
123,HDB-BEDOK,BEDOK NORTH STREET 2,39576.8964,34601.7982
122,HDB-BEDOK,BEDOK NORTH STREET 2,39626.2895,34537.5022
478,HDB-PASIR RIS,PASIR RIS DRIVE 4,41982.1682,39610.4199
459,HDB-PASIR RIS,PASIR RIS DRIVE 4,42058.3104,39213.8339
233,HDB-PASIR RIS,PASIR RIS DRIVE 4,42310.4946,39569.1642
485,HDB-PASIR RIS,PASIR RIS DRIVE 4,42193.1774,39601.9737
461,HDB-PASIR RIS,PASIR RIS DRIVE 4,41966.7011,39239.7929
457,HDB-PASIR RIS,PASIR RIS DRIVE 4,42039.0723,39316.6071
483,HDB-PASIR RIS,PASIR RIS DRIVE 4,42098.0038,39560.4359
77A,,REDHILL ROAD,26227.4057,30088.1581
803,KHATIB GARDENS,YISHUN RING ROAD,27789.1297,44452.8445
139,HDB-YISHUN,YISHUN RING ROAD,27777.489,45930.781
792,KHATIB VALE,YISHUN RING ROAD,27895.1184,44697.23
807,KHATIB GARDENS,YISHUN RING ROAD,27806.346,44254.7518
881,TAMPINES SPRING,TAMPINES STREET 84,39069.4143,37157.511
871A,TAMPINES VISTA,TAMPINES STREET 84,38969.2967,37407.0318
873,TAMPINES VISTA,TAMPINES STREET 84,39004.2408,37338.1439
874A,TAMPINES VISTA,TAMPINES STREET 84,39009.1572,37243.5647
561A,SPRING HAVEN @ JURONG,JURONG WEST STREET 42,15361.9084,37376.8325
47,HDB-KALLANG/WHAMPOA,OWEN ROAD,29869.6255,33014.4094
130,HDB-PASIR RIS,PASIR RIS STREET 11,41757.4214,38601.0157
131,HDB-PASIR RIS,PASIR RIS STREET 11,41691.7789,38662.3484
619,HDB-WOODLANDS,WOODLANDS DRIVE 52,24075.7468,46127.7019
141,HDB-BUKIT PANJANG,PETIR ROAD,20745.9528,39762.4988
214,HDB-BUKIT PANJANG,PETIR ROAD,21493.8755,39659.5962
136,HDB-BUKIT PANJANG,PETIR ROAD,20814.7123,39623.0642
213,HDB-BUKIT PANJANG,PETIR ROAD,21561.8728,39600.0506
219,HDB-BUKIT PANJANG,PETIR ROAD,21255.2685,39573.7894
144,HDB-BUKIT PANJANG,PETIR ROAD,20682.2676,39756.352
139,HDB-BUKIT PANJANG,PETIR ROAD,20914.1715,39702.8504
48,,STIRLING ROAD,24481.7273,31147.6923
57,HDB-QUEENSTOWN,STIRLING ROAD,24786.8598,30966.9511
104,HDB-TAMPINES,TAMPINES STREET 11,40611.6222,36592.9774
112,HDB-TAMPINES,TAMPINES STREET 11,40707.8338,36492.6397
108,HDB-TAMPINES,TAMPINES STREET 11,40825.2795,36666.0448
138,HDB-TAMPINES,TAMPINES STREET 11,40467.2392,36380.1889
139,HDB-TAMPINES,TAMPINES STREET 11,40349.3055,36468.1247
652,EASTDALE,PUNGGOL CENTRAL,37172.1392,42093.6531
201B,,PUNGGOL FIELD,35849.5515,42428.0921
106C,HDB-PUNGGOL,PUNGGOL FIELD,36262.3271,42139.3494
76A,,REDHILL ROAD,26167.6986,30125.2291
75D,,REDHILL ROAD,26040.489,30097.4143
73A,,REDHILL ROAD,26160.6047,30039.1192
72,REDHILL RISE,REDHILL ROAD,26116.2109,29980.2331
145,RIVERVALE PLACE,RIVERVALE DRIVE,36096.3247,41313.7693
119B,RIVERVALE GARDENS,RIVERVALE DRIVE,35750.7618,40701.3574
119C,RIVERVALE GARDENS,RIVERVALE DRIVE,35782.9839,40767.8828
104,HWI YOH COURT,SERANGOON NORTH AVENUE 1,32203.1457,39178.7769
29,TANGLIN GROVE,TANGLIN HALT ROAD,24252.0066,31245.4551
28,TANGLIN GROVE,TANGLIN HALT ROAD,24280.5739,31211.8599
480,HDB-PASIR RIS,PASIR RIS DRIVE 4,42027.1308,39644.3925
481,HDB-PASIR RIS,PASIR RIS DRIVE 4,41978.9447,39544.6269
234,HDB-PASIR RIS,PASIR RIS DRIVE 4,42301.7576,39477.1132
232,HDB-PASIR RIS,PASIR RIS DRIVE 4,42284.1572,39635.5624
482,HDB-PASIR RIS,PASIR RIS DRIVE 4,42066.3903,39529.1543
484,HDB-PASIR RIS,PASIR RIS DRIVE 4,42160.1774,39511.9833
456,HDB-PASIR RIS,PASIR RIS DRIVE 4,41969.0569,39329.0477
460,HDB-PASIR RIS,PASIR RIS DRIVE 4,41992.5495,39219.5745
510,ELIAS PARKS ESTATE,PASIR RIS STREET 52,40383.8902,39746.5769
508,ELIAS PARKS ESTATE,PASIR RIS STREET 52,40344.0861,39793.4451
134,HDB-BUKIT PANJANG,PETIR ROAD,20886.6432,39598.4396
140,HDB-BUKIT PANJANG,PETIR ROAD,20836.8439,39721.7443
510,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32725.6611,39178.934
519,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32593.0416,39333.4848
530,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32356.2823,39488.5912
520,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32496.6786,39338.2662
533,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32593.7154,39614.8216
201A,HDB-TAMPINES,TAMPINES STREET 21,41275.5033,37262.9134
896A,HDB-WOODLANDS,WOODLANDS DRIVE 50,23521.2384,46462.8403
898B,HDB-WOODLANDS,WOODLANDS DRIVE 50,23759.155,46316.3925
106B,HDB-PUNGGOL,PUNGGOL FIELD,36306.078,42109.2618
204A,,PUNGGOL FIELD,35744.6902,42295.425
268D,PUNGGOL SAPPHIRE,PUNGGOL FIELD,35238.1032,42796.9242
152,RIVERVALE GREEN,RIVERVALE CRESCENT,36112.2045,41521.4102
158D,RIVERVALE VIEW,RIVERVALE CRESCENT,36226.7101,41149.9978
155,RIVERVALE GREEN,RIVERVALE CRESCENT,36223.0154,41402.0359
150,RIVERVALE GREEN,RIVERVALE CRESCENT,36117.487,41585.1041
154,RIVERVALE GREEN,RIVERVALE CRESCENT,36189.6648,41439.3236
158B,RIVERVALE VIEW,RIVERVALE CRESCENT,36163.7521,41149.3394
131,RIVERVALE PLAINS,RIVERVALE STREET,35763.385,41252.409
27,TANGLIN GROVE,TANGLIN HALT ROAD,24274.041,31187.6966
26,TANGLIN GROVE,TANGLIN HALT ROAD,24267.5667,31163.5556
25,TANGLIN GROVE,TANGLIN HALT ROAD,24258.1645,31140.3617
101,HDB-BUKIT PANJANG,GANGSA ROAD,20668.4605,40126.5994
110,HDB-BUKIT PANJANG,GANGSA ROAD,20746.3444,39982.784
711,HDB-PASIR RIS,PASIR RIS STREET 72,39662.0636,40409.3858
722,HDB-PASIR RIS,PASIR RIS STREET 72,39526.2319,40325.7212
712,HDB-PASIR RIS,PASIR RIS STREET 72,39670.1325,40465.812
719,HDB-PASIR RIS,PASIR RIS STREET 72,39499.1253,40467.1375
710,HDB-PASIR RIS,PASIR RIS STREET 72,39609.4073,40437.8278
897C,HDB-WOODLANDS,WOODLANDS DRIVE 50,23639.359,46382.8263
893B,HDB-WOODLANDS,WOODLANDS DRIVE 50,23162.0363,46504.5077
511,HDB-WOODLANDS,WOODLANDS DRIVE 14,23029.5054,46129.51
501,HDB-WOODLANDS,WOODLANDS DRIVE 14,23402.6441,46071.1506
323A,ANCHORVALE GROVE,SENGKANG EAST WAY,34641.7072,41624.4035
325C,ANCHORVALE GROVE,SENGKANG EAST WAY,34458.2395,41681.8578
261B,COMPASSVALE NORTH GATE,SENGKANG EAST WAY,34786.9544,41711.6378
260B,COMPASSVALE NORTH GATE,SENGKANG EAST WAY,34894.9637,41727.3837
261D,COMPASSVALE NORTH GATE,SENGKANG EAST WAY,34841.2715,41730.7818
944,TAMPINES PALMSVILLE,TAMPINES AVENUE 5,39967.7319,36980.2333
895C,HDB-WOODLANDS,WOODLANDS DRIVE 50,23469.1807,46374.5416
894C,HDB-WOODLANDS,WOODLANDS DRIVE 50,23215.5889,46371.1766
897A,HDB-WOODLANDS,WOODLANDS DRIVE 50,23621.3348,46465.4296
894B,HDB-WOODLANDS,WOODLANDS DRIVE 50,23124.494,46412.1912
893D,HDB-WOODLANDS,WOODLANDS DRIVE 50,23173.5109,46446.3596
325A,ANCHORVALE GROVE,SENGKANG EAST WAY,34409.7437,41728.8918
325B,ANCHORVALE GROVE,SENGKANG EAST WAY,34383.0652,41646.3361
323B,ANCHORVALE GROVE,SENGKANG EAST WAY,34591.7597,41556.4463
304,CHUAN VILLAGE,SERANGOON AVENUE 2,31826.8722,37302.6388
240,HDB-SERANGOON ESTATE,SERANGOON AVENUE 2,32016.8485,37259.6922
115,RIVERVALE COURT,RIVERVALE WALK,35566.5637,40709.6663
109,RIVERVALE COURT,RIVERVALE WALK,35380.8841,40582.0427
111,RIVERVALE COURT,RIVERVALE WALK,35511.1102,40705.2269
472,HDB-SEMBAWANG,SEMBAWANG DRIVE,26099.9824,48134.2067
415A,,SEMBAWANG DRIVE,26369.3179,48167.2233
618,HDB-BUKIT PANJANG,SENJA ROAD,19983.9117,40801.3299
630,HDB-BUKIT PANJANG,SENJA ROAD,19813.7555,40958.2774
623,HDB-BUKIT PANJANG,SENJA ROAD,20085.5651,40910.7908
126,HDB-TAMPINES,TAMPINES STREET 11,41021.1591,36436.0209
102,HDB-TAMPINES,TAMPINES STREET 11,40486.9409,36538.834
713,HDB-PASIR RIS,PASIR RIS STREET 72,39629.8859,40493.0248
714,HDB-PASIR RIS,PASIR RIS STREET 72,39600.3858,40511.8756
721,HDB-PASIR RIS,PASIR RIS STREET 72,39464.1058,40380.8517
717,HDB-PASIR RIS,PASIR RIS STREET 72,39497.3803,40508.9255
162A,,PUNGGOL CENTRAL,37006.6084,42028.7453
301C,CORALINUS,PUNGGOL CENTRAL,36051.0301,42917.2357
647,EASTDALE,PUNGGOL CENTRAL,37140.4914,42216.3858
405,HDB-SERANGOON ESTATE,SERANGOON AVENUE 1,32395.1226,36648.4686
425,HDB-SERANGOON ESTATE,SERANGOON AVENUE 1,32817.3092,36694.53
404,HDB-SERANGOON ESTATE,SERANGOON AVENUE 1,32357.4752,36580.9727
146,HDB-TAMPINES,TAMPINES AVENUE 5,40185.5373,36681.2318
943,TAMPINES PALMSVILLE,TAMPINES AVENUE 5,40005.2829,36921.6261
147,HDB-TAMPINES,TAMPINES AVENUE 5,40115.0394,36817.628
939,TAMPINES PALMSVILLE,TAMPINES AVENUE 5,40005.127,36713.0501
940,TAMPINES PALMSVILLE,TAMPINES AVENUE 5,40030.6279,36810.1291
103,HDB-BUKIT PANJANG,GANGSA ROAD,20790.7803,40072.0154
127,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 1,32286.0113,38629.781
113,HWI YOH VILLE,SERANGOON NORTH AVENUE 1,32136.2803,38976.9484
103,HWI YOH COURT,SERANGOON NORTH AVENUE 1,32111.5695,39187.6612
153,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 1,32339.5296,39107.7709
239,HDB-SERANGOON,SERANGOON AVENUE 2,31936.622,37255.5593
315,HDB-SERANGOON WEST,SERANGOON AVENUE 2,31633.824,37226.1579
238,HDB-SERANGOON,SERANGOON AVENUE 2,31965.3529,37293.7412
306,CHUAN VILLAGE,SERANGOON AVENUE 2,31735.6412,37362.8073
303,CHUAN VILLAGE,SERANGOON AVENUE 2,31753.4275,37287.9828
305,CHUAN VILLAGE,SERANGOON AVENUE 2,31744.1083,37327.1871
244,HDB-SERANGOON ESTATE,SERANGOON AVENUE 2,31943.0784,37177.61
325,HDB-SEMBAWANG,SEMBAWANG CRESCENT,26373.8525,47351.5178
336,HDB-SEMBAWANG,SEMBAWANG CRESCENT,26025.335,47621.9199
327,HDB-SEMBAWANG,SEMBAWANG CRESCENT,26409.0234,47479.6824
113,HDB-TAMPINES,TAMPINES STREET 11,40559.8799,36512.5583
416,SUN PLAZA VIEW,TAMPINES STREET 41,40696.1388,37914.2585
412,SUN PLAZA VIEW,TAMPINES STREET 41,40548.9265,37945.4692
414,SUN PLAZA VIEW,TAMPINES STREET 41,40601.2917,37986.9076
422,SUN PLAZA GARDENS,TAMPINES STREET 41,40652.0016,37710.7337
404,SUN PLAZA GREEN,TAMPINES STREET 41,40357.9951,37760.262
429,HDB-TAMPINES,TAMPINES STREET 41,40959.3838,37906.6202
408,SUN PLAZA VIEW,TAMPINES STREET 41,40458.7123,37872.6331
421,SUN PLAZA GARDENS,TAMPINES STREET 41,40711.1256,37733.3257
319,HDB-HOUGANG,HOUGANG AVENUE 5,35045.2078,38640.9593
406,HDB-SERANGOON ESTATE,SERANGOON AVENUE 1,32430.4828,36642.0686
402,HDB-SERANGOON ESTATE,SERANGOON AVENUE 1,32405.4918,36532.1782
407,HDB-SERANGOON ESTATE,SERANGOON AVENUE 1,32412.5625,36590.5486
545,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 3,32201.7978,39668.8411
554,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 3,32125.6113,39330.7107
553,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 3,32219.4581,39302.3616
552,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 3,32225.222,39370.2337
551,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 3,32176.5436,39373.695
476,HDB-SEMBAWANG,SEMBAWANG DRIVE,26176.4071,48130.5076
414,HDB-SEMBAWANG,SEMBAWANG DRIVE,26298.7591,48105.6184
116,HWI YOH VILLE,SERANGOON NORTH AVENUE 1,32258.763,38946.4571
146,HDB-SERANGOON ESTATE,SERANGOON NORTH AVENUE 1,32409.2165,38910.6864
147,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 1,32378.5456,38945.0627
151,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 2,32502.6825,39040.8028
631,HDB-BUKIT PANJANG,SENJA ROAD,19869.1272,40935.3402
654,HDB-BUKIT PANJANG,SENJA ROAD,20313.482,41086.6888
604,HDB-BUKIT PANJANG,SENJA ROAD,20119.8187,40327.4971
335,CHINATOWN COMPLEX,SMITH STREET,29095.217,29412.6311
61C,STRATHMORE GREEN,STRATHMORE AVENUE,25631.3515,30735.6172
60,HDB-QUEENSTOWN,STRATHMORE AVENUE,25614.6164,30608.3954
326,HDB-SEMBAWANG,SEMBAWANG CRESCENT,26419.8497,47397.089
338,HDB-SEMBAWANG,SEMBAWANG CRESCENT,25984.4245,47509.386
337,HDB-SEMBAWANG,SEMBAWANG CRESCENT,26033.9847,47533.5515
328,HDB-SEMBAWANG,SEMBAWANG CRESCENT,26449.6009,47454.3861
466,,TAMPINES STREET 44,41437.8607,37962.8029
471,,TAMPINES STREET 44,41438.1262,38041.5689
470,HDB-TAMPINES,TAMPINES STREET 44,41481.4567,38100.6275
468,HDB-TAMPINES,TAMPINES STREET 44,41561.6535,38044.728
465,HDB-TAMPINES,TAMPINES STREET 44,41504.3607,37962.0936
461,HDB-TAMPINES,TAMPINES STREET 44,41469.5793,37879.4261
311,HDB-HOUGANG,HOUGANG AVENUE 5,34847.4682,38634.4451
526,HDB-HOUGANG,HOUGANG AVENUE 6,34370.6931,39600.5785
427,HDB-HOUGANG,HOUGANG AVENUE 6,34651.9414,39607.5972
554,HDB-PASIR RIS,PASIR RIS STREET 51,41335.3343,38916.0662
562,HDB-PASIR RIS,PASIR RIS STREET 51,41016.6124,38847.0277
273C,WENYA,JURONG WEST AVENUE 3,13609.1547,37104.659
680B,HDB-JURONG WEST,JURONG WEST CENTRAL 1,13756.427,36349.6067
689,HDB-JURONG WEST,JURONG WEST CENTRAL 1,13831.5447,35888.6108
683B,HDB-JURONG WEST,JURONG WEST CENTRAL 1,13692.8724,36124.8643
504,,WEST COAST DRIVE,19796.0234,32727.9539
125,HDB-BEDOK,BEDOK NORTH ROAD,39775.0312,34562.501
241,HDB-BISHAN,BISHAN STREET 22,29351.8671,38100.4671
245,HDB-BISHAN,BISHAN STREET 22,29184.6497,38044.7026
244,HDB-BISHAN,BISHAN STREET 22,29230.1656,38052.6984
243,HDB-BISHAN,BISHAN STREET 22,29259.4555,38127.3823
242,HDB-BISHAN,BISHAN STREET 22,29285.1446,38156.7374
251,HDB-BISHAN,BISHAN STREET 22,29207.6909,38218.6331
252,HDB-BISHAN,BISHAN STREET 22,29161.7391,38232.9671
250,HDB-BISHAN,BISHAN STREET 22,29181.7231,38185.9662
332B,ANCHORVALE ISLES,ANCHORVALE LINK,34469.9486,41889.5441
52,FORFAR HEIGHTS,STRATHMORE AVENUE,25210.4674,30633.53
62A,STRATHMORE GREEN,STRATHMORE AVENUE,25563.6023,30752.2649
253,YISHUN SUNSHINE,YISHUN RING ROAD,28832.0184,46308.7906
413,HDB-JURONG WEST,JURONG WEST STREET 42,15957.769,37264.1449
454,HDB-JURONG WEST,JURONG WEST STREET 42,15121.5828,37004.64
445,HDB-JURONG WEST,JURONG WEST STREET 42,15450.4195,37130.2008
418,HDB-JURONG WEST,JURONG WEST STREET 42,16109.298,37028.4757
450,HDB-JURONG WEST,JURONG WEST STREET 42,15113.3768,37083.1834
449,HDB-JURONG WEST,JURONG WEST STREET 42,15215.1254,37161.5887
446,HDB-JURONG WEST,JURONG WEST STREET 42,15339.4593,37146.9549
505,TAMPINES HEART,TAMPINES CENTRAL 1,40456.6255,37515.808
509,TAMPINES HEART,TAMPINES CENTRAL 1,40482.3799,37480.4101
508,TAMPINES HEART,TAMPINES CENTRAL 1,40490.0093,37415.863
502,TAMPINES HEART,TAMPINES CENTRAL 1,40444.6096,37610.7446
107,HWI YOH COURT,SERANGOON NORTH AVENUE 1,32107.2252,39102.172
102,HWI YOH COURT,SERANGOON NORTH AVENUE 1,32210.5793,39206.4322
152,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 1,32373.1059,39041.0142
482,JURONGVILLE @ STREET 41,JURONG WEST STREET 41,15919.5794,36592.6157
420,HDB-JURONG WEST,JURONG WEST STREET 42,16187.1564,36965.1347
853,HDB-JURONG WEST,JURONG WEST STREET 81,12393.8216,36589.1246
324,HDB-TAMPINES,TAMPINES STREET 32,42036.274,37166.1121
384,HDB-TAMPINES,TAMPINES STREET 32,41881.4929,37346.3742
333,HDB-CENTRAL AREA,KRETA AYER ROAD,29017.7445,29244.1666
334,HDB-CENTRAL AREA,KRETA AYER ROAD,29003.5577,29339.0481
5,,BANDA STREET,29123.1645,29291.4165
203,BEDOK TOWN CENTRE,BEDOK NORTH STREET 1,38670.0387,34219.8271
204,BEDOK TOWN CENTRE,BEDOK NORTH STREET 1,38759.2137,34287.7767
206,,BEDOK NORTH STREET 1,38855.5513,34300.2352
205,BEDOK TOWN CENTRE,BEDOK NORTH STREET 1,38849.0217,34242.4701
219A,LINEAR GREEN @ BEDOK,BEDOK CENTRAL,39124.4928,34171.9123
21,HOUGANG VIEW,HOUGANG AVENUE 3,34472.4173,38476.9829
23,HOUGANG VIEW,HOUGANG AVENUE 3,34388.9841,38545.6108
17,HOUGANG VIEW,HOUGANG AVENUE 3,34416.7668,38387.2435
18,HOUGANG VIEW,HOUGANG AVENUE 3,34522.7178,38363.1567
671,HDB-HOUGANG,HOUGANG AVENUE 8,33619.4663,39452.0073
649,HDB-HOUGANG,HOUGANG AVENUE 8,33253.977,39374.8468
647,HDB-HOUGANG,HOUGANG AVENUE 8,33237.8782,39331.0118
616,HDB-HOUGANG,HOUGANG AVENUE 8,33568.4532,39003.1001
541,HDB-HOUGANG,HOUGANG AVENUE 8,34449.5675,39938.2795
618,HDB-HOUGANG,HOUGANG AVENUE 8,33649.0914,39047.9499
288C,PUNGGOL ARCADIA,PUNGGOL PLACE,35816.5958,42712.5857
289D,PUNGGOL ARCADIA,PUNGGOL PLACE,35813.8804,42655.988
288A,PUNGGOL ARCADIA,PUNGGOL PLACE,35758.9933,42693.4638
289,PUNGGOL ARCADIA,PUNGGOL PLACE,35741.4946,42649.6455
142,RIVERVALE PLACE,RIVERVALE CRESCENT,35988.6618,41374.9923
158C,RIVERVALE VIEW,RIVERVALE CRESCENT,36216.019,41124.448
122D,RIVERVALE BANK,RIVERVALE DRIVE,36057.6825,41003.6772
257,HDB-TAMPINES,TAMPINES STREET 21,40978.6153,37317.7894
333D,ANCHORVALE ISLES,ANCHORVALE LINK,34557.6145,41791.9075
582,GOLDEN MINT,BUANGKOK GREEN,34019.9418,40141.4434
833,HDB-JURONG WEST,JURONG WEST STREET 81,12535.1129,36210.3425
842,HDB-JURONG WEST,JURONG WEST STREET 81,12437.3524,36291.5682
655A,HDB-JURONG WEST,JURONG WEST STREET 61,12994.0982,35302.8496
336,HDB-TAMAN JURONG,TAH CHING ROAD,15776.5164,35632.9443
337A,,TAH CHING ROAD,15699.3672,35541.8252
337D,,TAH CHING ROAD,15567.0143,35501.2035
331,HDB-TAMAN JURONG,TAH CHING ROAD,15770.8046,35583.2791
258,HDB-TAMPINES,TAMPINES STREET 21,40988.6084,37381.7002
246,HDB-TAMPINES,TAMPINES STREET 21,40677.3003,37258.6133
250,HDB-TAMPINES,TAMPINES STREET 21,40813.724,37158.3421
219B,LINEAR GREEN @ BEDOK,BEDOK CENTRAL,39155.7687,34184.3563
220C,LINEAR GREEN @ BEDOK,BEDOK CENTRAL,39188.6436,34196.3113
24,HDB-BEDOK,NEW UPPER CHANGI ROAD,39137.9116,34011.8973
159A,RIVERVALE VIEW,RIVERVALE CRESCENT,36232.0214,41088.1728
157D,RIVERVALE VIEW,RIVERVALE CRESCENT,36298.733,41113.2113
183A,HDB-SENGKANG,RIVERVALE CRESCENT,36302.6102,41506.2442
136,RIVERVALE PLAINS,RIVERVALE STREET,35973.5799,41210.9607
135,RIVERVALE PLAINS,RIVERVALE STREET,35979.669,41119.2207
132,RIVERVALE PLAINS,RIVERVALE STREET,35812.2039,41327.9793
129,RIVERVALE PLAINS,RIVERVALE STREET,35715.7999,41310.2539
641,HDB-HOUGANG,HOUGANG AVENUE 8,33201.6084,39254.2995
627,HDB-HOUGANG,HOUGANG AVENUE 8,33404.6473,39026.8098
521,PANGSHAN VALLEY,JELAPANG ROAD,20507.7594,41032.5221
529,PANGSHAN VALLEY,JELAPANG ROAD,20354.012,40873.9469
738,HDB-PASIR RIS,PASIR RIS DRIVE 10,39484.9396,40125.7053
646,HDB-PASIR RIS,PASIR RIS DRIVE 10,39668.9961,40007.2095
702,HDB-PASIR RIS,PASIR RIS DRIVE 10,39601.4835,40244.8153
648,HDB-PASIR RIS,PASIR RIS DRIVE 10,39725.6281,40087.2899
705,HDB-PASIR RIS,PASIR RIS DRIVE 10,39621.6632,40283.9177
707,HDB-PASIR RIS,PASIR RIS DRIVE 10,39675.6419,40365.7708
581,GOLDEN MINT,BUANGKOK GREEN,33973.0416,40164.7049
119A,EASTWAVE @ CANBERRA,CANBERRA CRESCENT,27756.5535,47521.9717
588B,MONTREAL SPRING,MONTREAL DRIVE,27089.3419,48007.5226
589A,MONTREAL SPRING,MONTREAL DRIVE,27159.6451,47926.1574
588A,MONTREAL SPRING,MONTREAL DRIVE,27155.1447,47998.6084
589C,MONTREAL SPRING,MONTREAL DRIVE,27062.1168,47927.399
588C,MONTREAL SPRING,MONTREAL DRIVE,27027.3685,48012.6955
782,HDB-PASIR RIS,PASIR RIS STREET 71,39749.6309,39488.1209
755,HDB-PASIR RIS,PASIR RIS STREET 71,39171.6264,39939.4525
772,HDB-PASIR RIS,PASIR RIS STREET 71,39535.5356,39707.8386
251,HDB-TAMPINES,TAMPINES STREET 21,40776.0158,37206.6386
271,HDB-TAMPINES,TAMPINES STREET 21,40938.3776,36880.7708
261,HDB-TAMPINES,TAMPINES STREET 21,41092.7681,37377.8329
262,HDB-TAMPINES,TAMPINES STREET 21,41093.3191,37317.3644
208,HDB-TAMPINES,TAMPINES STREET 21,41324.9286,37034.8403
1,GHIM MOH GREEN,GHIM MOH ROAD,22829.0491,32797.1395
15,HDB-GHIM MOH,GHIM MOH ROAD,23003.1999,32384.0374
601,HDB-HOUGANG,HOUGANG AVENUE 4,33989.0773,39188.5131
314,HDB-HOUGANG,HOUGANG AVENUE 5,34799.9285,38535.9586
332,HDB-HOUGANG,HOUGANG AVENUE 5,35178.2767,38936.9762
536,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32648.722,39504.367
508,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32723.3529,39317.5066
542,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32292.4867,39565.5702
501,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32761.6664,39575.8332
524,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32400.1196,39411.1984
528,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32324.7862,39270.0432
522,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32460.3833,39404.5306
532,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32541.4486,39651.5627
527,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 4,32407.4791,39260.2449
643,HDB-PASIR RIS,PASIR RIS DRIVE 10,39645.8651,39971.0725
700,HDB-PASIR RIS,PASIR RIS DRIVE 10,39685.3063,40248.5752
736,HDB-PASIR RIS,PASIR RIS DRIVE 10,39573.2028,40180.7163
623,HDB-WOODLANDS,WOODLANDS DRIVE 52,24172.2304,46283.886
625B,HDB-WOODLANDS,WOODLANDS DRIVE 52,24293.5645,46125.4624
786B,HDB-WOODLANDS,WOODLANDS DRIVE 60,24369.3914,47482.3747
